month,neighborhood_municipality,total_partially_vaccinated,total_fully_vaccinated,total_fully_vaccinated_w_booster
2021-10-01,Spring Hill-City View (Pittsburgh),29,34,131
2021-10-01,Springdale Township,22,24,138
2021-10-01,Tarentum,58,72,163
2021-10-01,Undefined,28,18,131
2021-10-01,Upper Lawrenceville (Pittsburgh),36,18,170
2021-10-01,West Elizabeth,8,2,18
2021-10-01,West Homestead,27,34,139
2021-10-01,West Mifflin,249,231,1404
2021-11-01,Baldwin Township,54,28,218
2021-11-01,Bedford Dwellings (Pittsburgh),28,19,42
2021-11-01,Beltzhoover (Pittsburgh),46,26,106
2021-11-01,Braddock Hills,44,21,155
2021-11-01,Brentwood,270,149,793
2021-11-01,Brookline (Pittsburgh),404,171,1213
2021-11-01,Carrick (Pittsburgh),274,130,653
2021-11-01,Collier,361,99,922
2021-11-01,Duquesne,102,44,216
2021-11-01,East Liberty (Pittsburgh),224,95,493
2021-11-01,East Mckeesport,27,16,164
2021-11-01,Elliott (Pittsburgh),54,34,137
2021-11-01,Findlay,236,75,507
2021-11-01,Forest Hills,266,86,823
2021-11-01,Frazer,24,18,104
2021-11-01,Glenfield,15,2,27
2021-11-01,Greenfield (Pittsburgh),353,102,884
2021-11-01,Heidelberg,39,14,124
2021-11-01,Homewood West (Pittsburgh),8,9,52
2021-11-01,Ingram,88,37,285
2021-11-01,Kennedy,288,93,977
2021-11-01,Kilbuck,30,7,75
2021-11-01,Knoxville (Pittsburgh),74,55,126
2021-11-01,Lincoln-Lemington-Belmar (Pittsburgh),83,54,260
2021-11-01,Lower Lawrenceville (Pittsburgh),91,32,367
2021-11-01,McCandless,1506,460,3402
2021-11-01,Mckees rocks,117,68,290
2021-11-01,Middle Hill (Pittsburgh),35,31,140
2021-11-01,Morningside (Pittsburgh),175,40,460
2021-11-01,Munhall,326,144,1007
2021-11-01,Neville,24,13,96
2021-11-01,North Oakland (Pittsburgh),183,60,478
2021-11-01,Oakmont,306,94,824
2021-11-01,Richland,604,145,1295
2021-11-01,Robinson,628,172,1613
2021-11-01,Sewickley Heights,70,19,117
2021-11-01,Sewickley Hills,45,16,78
2021-11-01,South Oakland (Pittsburgh),80,34,162
2021-11-01,South Shore (Pittsburgh),12,2,16
2021-11-01,Southside Slopes (Pittsburgh),115,45,354
2021-11-01,Spring Hill-City View (Pittsburgh),72,16,223
2021-11-01,Summer Hill (Pittsburgh),17,11,96
2021-11-01,Terrace Village (Pittsburgh),46,28,92
2021-11-01,Undefined,46,11,182
2021-11-01,Upper Saint Clair,1339,311,2556
2021-11-01,West Elizabeth,7,7,20
2021-11-01,West Homestead,46,20,203
2021-11-01,Whitaker,34,16,75
2021-11-01,Wilmerding,30,26,102
2021-12-01,Aleppo,36,38,125
2021-12-01,Beechview (Pittsburgh),182,134,605
2021-12-01,Bell Acres,47,52,131
2021-12-01,Bellevue,218,198,690
2021-12-01,Bethel Park,762,866,3449
2021-12-01,Blawnox,21,38,123
2021-12-01,Brackenridge,81,53,192
2021-12-01,Brighton Heights (Pittsburgh),162,181,610
2021-12-01,Central Northside (Pittsburgh),84,63,308
2021-12-01,Central Oakland (Pittsburgh),122,33,205
2021-12-01,Chalfant,18,12,68
2021-12-01,East Liberty (Pittsburgh),240,126,533
2021-12-01,Esplen (Pittsburgh),9,4,14
2021-12-01,Fawn,41,24,182
2021-12-01,Forest Hills,158,180,706
2021-12-01,Garfield (Pittsburgh),119,71,323
2021-12-01,Glassport,81,95,299
2021-12-01,Glen Osborne,31,36,73
2021-12-01,Green Tree,129,137,552
2021-12-01,Greenfield (Pittsburgh),222,248,885
2021-12-01,Hampton,589,745,2023
2021-12-01,Hays (Pittsburgh),7,5,23
2021-12-01,Homestead,54,70,224
2021-12-01,Homewood North (Pittsburgh),74,50,104
2021-12-01,Homewood West (Pittsburgh),14,5,42
2021-12-01,Knoxville (Pittsburgh),88,54,182
2021-12-01,Liberty,51,35,198
2021-12-01,Marshall-Shadeland (Pittsburgh),80,75,255
2021-12-01,Mcdonald,1,1,0
2021-12-01,Mt. Oliver (Pittsburgh),10,5,22
2021-12-01,New Homestead (Pittsburgh),36,30,69
2021-12-01,North Braddock,92,55,232
2021-12-01,North Oakland (Pittsburgh),254,87,493
2021-12-01,Penn Hills,918,793,3195
2021-12-01,Pitcairn,67,43,150
2021-12-01,Plum,640,763,2304
2021-12-01,Point Breeze (Pittsburgh),187,288,660
2021-12-01,Robinson,462,386,1423
2021-12-01,Sewickley Heights,50,37,97
2021-12-01,Shadyside (Pittsburgh),828,382,1489
2021-12-01,Sharpsburg,58,77,229
2021-12-01,South Fayette,346,427,1158
2021-12-01,South Park,357,317,1260
2021-12-01,Southside Slopes (Pittsburgh),126,71,345
2021-12-01,St. Clair (Pittsburgh),10,2,9
2021-12-01,Verona,59,55,176
2021-12-01,West Deer,271,290,1048
2021-12-01,Whitehall,409,356,1473
2021-12-01,Wilkinsburg,436,285,1244
2022-01-01,Aleppo,26,9,57
2022-01-01,Arlington (Pittsburgh),29,18,53
2022-01-01,Banksville (Pittsburgh),82,42,187
2022-01-01,Bethel Park,446,369,1673
2022-01-01,Blawnox,11,5,65
2022-01-01,Brackenridge,29,56,121
2022-01-01,Braddock,33,28,50
2022-01-01,Bradford Woods,16,6,66
2022-01-01,Brighton Heights (Pittsburgh),117,78,286
2022-01-01,Central Business District (Pittsburgh),144,45,140
2022-01-01,Central Lawrenceville (Pittsburgh),61,32,186
2022-01-01,Churchill,39,29,140
2022-01-01,Crescent,33,45,89
2022-01-01,Duquesne Heights (Pittsburgh),33,17,106
2022-01-01,East Allegheny (Pittsburgh),26,23,86
2022-01-01,East Deer,27,16,45
2022-01-01,Fairywood (Pittsburgh),30,16,31
2022-01-01,Fineview (Pittsburgh),29,20,33
2022-01-01,Forward,18,22,46
2022-01-01,Glen Hazel (Pittsburgh),13,6,11
2022-01-01,Glen Osborne,12,12,27
2022-01-01,Green Tree,64,58,258
2022-01-01,Hampton,268,228,936
2022-01-01,Harmar,28,35,111
2022-01-01,Homewood North (Pittsburgh),61,42,81
2022-01-01,Marshall,121,98,399
2022-01-01,Marshall-Shadeland (Pittsburgh),68,49,157
2022-01-01,Monroeville,480,355,1303
2022-01-01,Mount Lebanon,457,352,1840
2022-01-01,New Homestead (Pittsburgh),9,11,40
2022-01-01,Northview Heights (Pittsburgh),41,26,11
2022-01-01,O'Hara,94,85,418
2022-01-01,Oakdale,17,13,55
2022-01-01,Penn Hills,665,480,1649
2022-01-01,Pitcairn,45,41,89
2022-01-01,Pleasant Hills,119,78,356
2022-01-01,Ridgemont (Pittsburgh),6,5,26
2022-01-01,Ross,430,341,1705
2022-01-01,Rosslyn Farms,2,4,19
2022-01-01,Scott,262,234,755
2022-01-01,Sharpsburg,44,33,149
2022-01-01,South Park,186,188,642
2022-01-01,Squirrel Hill North (Pittsburgh),278,87,332
2022-01-01,Squirrel Hill South (Pittsburgh),443,144,590
2022-01-01,Stanton Heights (Pittsburgh),70,66,176
2022-01-01,Strip District (Pittsburgh),38,6,42
2022-01-01,Thornburg,4,3,27
2022-01-01,West Deer,129,137,543
2022-01-01,West End (Pittsburgh),7,3,9
2022-01-01,Whitehall,205,235,697
2022-02-01,Allegheny Center (Pittsburgh),13,7,13
2022-02-01,Arlington (Pittsburgh),6,14,18
2022-02-01,Banksville (Pittsburgh),15,32,38
2022-02-01,Ben Avon,11,16,14
2022-02-01,Bluff (Pittsburgh),24,8,12
2022-02-01,Braddock,14,21,27
2022-02-01,Castle Shannon,41,50,112
2022-02-01,Central Business District (Pittsburgh),45,21,58
2022-02-01,Central Lawrenceville (Pittsburgh),14,15,39
2022-02-01,Cheswick,7,5,21
2022-02-01,Churchill,8,12,36
2022-02-01,Clairton,41,62,61
2022-02-01,Crafton,28,38,52
2022-02-01,Crescent,9,11,27
2022-02-01,Dormont,22,38,79
2022-02-01,Dravosburg,3,15,18
2022-02-01,Duquesne Heights (Pittsburgh),12,11,25
2022-02-01,East Allegheny (Pittsburgh),9,6,26
2022-02-01,East Carnegie (Pittsburgh),4,2,6
2022-02-01,East Hills (Pittsburgh),15,17,20
2022-02-01,Edgewood,11,9,36
2022-02-01,Edgeworth,5,4,16
2022-02-01,Emsworth,26,17,37
2022-02-01,Forward,7,10,14
2022-02-01,Franklin Park,52,71,178
2022-02-01,Glen Hazel (Pittsburgh),3,7,5
2022-02-01,Harmar,11,12,33
2022-02-01,Hazelwood (Pittsburgh),27,35,39
2022-02-01,Homewood South (Pittsburgh),12,28,53
2022-02-01,Indiana,21,50,77
2022-02-01,Leet,5,13,11
2022-02-01,Monroeville,163,205,377
2022-02-01,Mount Lebanon,126,132,263
2022-02-01,Mount Washington (Pittsburgh),43,43,85
2022-02-01,North Versailles,45,93,116
2022-02-01,Northview Heights (Pittsburgh),17,28,11
2022-02-01,O'Hara,30,32,76
2022-02-01,Oakdale,7,12,17
2022-02-01,Overbrook (Pittsburgh),19,27,31
2022-02-01,Perry North (Pittsburgh),20,23,48
2022-02-01,Perry South (Pittsburgh),32,31,57
2022-02-01,Pine,59,72,136
2022-02-01,Ridgemont (Pittsburgh),2,3,6
2022-02-01,Ross,118,198,419
2022-02-01,Scott,111,127,194
2022-02-01,Sewickley,13,24,32
2022-02-01,Spring Garden (Pittsburgh),3,3,10
2022-02-01,Springdale Borough,16,24,45
2022-02-01,Squirrel Hill North (Pittsburgh),129,40,96
2022-02-01,Squirrel Hill South (Pittsburgh),203,82,192
2022-02-01,Stanton Heights (Pittsburgh),19,28,72
2022-02-01,Stowe,20,64,58
2022-02-01,Strip District (Pittsburgh),8,4,14
2022-02-01,Swisshelm Park (Pittsburgh),3,11,11
2022-02-01,Swissvale,68,62,96
2022-02-01,Thornburg,2,2,4
2022-02-01,Turtle Creek,34,57,61
2022-02-01,Versailles,5,11,15
2022-02-01,West End (Pittsburgh),1,4,6
2022-02-01,West Oakland (Pittsburgh),9,10,13
2022-02-01,West View,19,55,91
2022-02-01,White Oak,30,60,62
2022-02-01,Wilkins,36,52,89
2022-03-01,Allentown (Pittsburgh),10,10,19
2022-03-01,Arlington Heights (Pittsburgh),2,3,1
2022-03-01,Bedford Dwellings (Pittsburgh),12,13,13
2022-03-01,Bloomfield (Pittsburgh),40,20,57
2022-03-01,Bridgeville,9,11,31
2022-03-01,Carnegie,32,37,42
2022-03-01,Coraopolis,29,29,38
2022-03-01,Crawford-Roberts (Pittsburgh),19,12,19
2022-03-01,Duquesne,36,52,23
2022-03-01,East Pittsburgh,22,9,11
2022-03-01,Elizabeth Township,30,29,72
2022-03-01,Elliott (Pittsburgh),8,9,14
2022-03-01,Etna,12,16,18
2022-03-01,Fox Chapel,17,22,38
2022-03-01,Friendship (Pittsburgh),7,3,13
2022-03-01,Harrison,23,21,83
2022-03-01,Heidelberg,3,7,13
2022-03-01,Ingram,11,12,25
2022-03-01,Jefferson Hills,38,32,60
2022-03-01,Kennedy,16,27,45
2022-03-01,Kilbuck,1,1,8
2022-03-01,Larimer (Pittsburgh),4,14,10
2022-03-01,Leetsdale,6,1,11
2022-03-01,Lincoln,2,2,6
2022-03-01,Manchester (Pittsburgh),3,20,26
2022-03-01,Mckees rocks,27,28,36
2022-03-01,McKeesport,107,121,134
2022-03-01,Millvale,10,8,23
2022-03-01,Neville,2,3,7
2022-03-01,Oakwood (Pittsburgh),4,4,9
2022-03-01,Ohio,22,19,31
2022-03-01,Rankin,15,12,8
2022-03-01,Regent Square (Pittsburgh),2,2,5
2022-03-01,Reserve,3,5,19
2022-03-01,Sewickley Hills,1,3,8
2022-03-01,Shaler,71,89,182
2022-03-01,Sheraden (Pittsburgh),25,42,28
2022-03-01,Southside Flats (Pittsburgh),28,13,30
2022-03-01,Spring Hill-City View (Pittsburgh),12,10,17
2022-03-01,Springdale Township,5,4,11
2022-03-01,Tarentum,8,23,32
2022-03-01,Troy Hill (Pittsburgh),18,12,22
2022-03-01,Upper Hill (Pittsburgh),11,8,9
2022-03-01,Upper Lawrenceville (Pittsburgh),3,6,13
2022-03-01,West Homestead,4,2,11
2022-03-01,West Mifflin,46,79,112
2022-03-01,Windgap (Pittsburgh),8,4,7
2022-04-01,Baldwin Township,9,7,12
2022-04-01,Bedford Dwellings (Pittsburgh),7,8,10
2022-04-01,Beltzhoover (Pittsburgh),5,15,7
2022-04-01,Bloomfield (Pittsburgh),40,45,60
2022-04-01,Braddock Hills,3,12,19
2022-04-01,Brentwood,23,41,63
2022-04-01,Bridgeville,6,11,29
2022-04-01,Brookline (Pittsburgh),41,52,49
2022-04-01,Carnegie,19,24,46
2022-04-01,Carrick (Pittsburgh),27,37,45
2022-04-01,Collier,26,42,58
2022-04-01,Coraopolis,18,24,42
2022-04-01,Crawford-Roberts (Pittsburgh),15,17,23
2022-04-01,Duquesne,20,30,30
2022-04-01,East Liberty (Pittsburgh),31,24,48
2022-04-01,East Mckeesport,6,9,16
2022-04-01,Elliott (Pittsburgh),15,8,17
2022-04-01,Findlay,14,28,39
2022-04-01,Fox Chapel,25,43,54
2022-04-01,Frazer,3,7,2
2022-04-01,Greenfield (Pittsburgh),21,26,57
2022-04-01,Heidelberg,6,2,5
2022-04-01,Ingram,5,12,19
2022-04-01,Kennedy,23,47,45
2022-04-01,Kilbuck,2,4,8
2022-04-01,Leetsdale,4,2,7
2022-04-01,Lincoln,1,4,3
2022-04-01,Lincoln-Lemington-Belmar (Pittsburgh),18,24,26
2022-04-01,Lower Lawrenceville (Pittsburgh),9,14,11
2022-04-01,Manchester (Pittsburgh),8,9,12
2022-04-01,McCandless,79,157,233
2022-04-01,Mckees rocks,22,22,37
2022-04-01,Middle Hill (Pittsburgh),8,13,15
2022-04-01,Morningside (Pittsburgh),16,22,18
2022-04-01,Munhall,26,48,66
2022-04-01,Neville,1,5,8
2022-04-01,Oakmont,20,45,62
2022-04-01,Ohio,19,37,45
2022-04-01,Regent Square (Pittsburgh),7,6,9
2022-04-01,Richland,26,57,84
2022-04-01,Sewickley Hills,1,3,3
2022-04-01,South Oakland (Pittsburgh),12,6,23
2022-04-01,Spring Hill-City View (Pittsburgh),10,9,15
2022-04-01,Summer Hill (Pittsburgh),3,1,9
2022-04-01,Terrace Village (Pittsburgh),9,7,12
2022-04-01,Undefined,5,11,10
2022-04-01,Upper Saint Clair,51,91,141
2022-04-01,West Elizabeth,1,2,1
2022-04-01,West Homestead,10,8,16
2022-04-01,Whitaker,2,2,11
2022-04-01,Wilmerding,7,4,13
2022-05-01,Baldwin Township,2,8,8
2022-05-01,Beechview (Pittsburgh),25,19,41
2022-05-01,Bell Acres,1,3,8
2022-05-01,Bellevue,17,22,40
2022-05-01,Bethel Park,68,103,211
2022-05-01,Blawnox,4,2,13
2022-05-01,Brackenridge,5,5,12
2022-05-01,Central Northside (Pittsburgh),14,8,19
2022-05-01,Central Oakland (Pittsburgh),7,5,19
2022-05-01,East Liberty (Pittsburgh),32,17,39
2022-05-01,Fawn,2,8,16
2022-05-01,Forest Hills,24,47,34
2022-05-01,Frazer,3,1,8
2022-05-01,Garfield (Pittsburgh),14,12,22
2022-05-01,Glassport,16,12,23
2022-05-01,Green Tree,12,10,27
2022-05-01,Greenfield (Pittsburgh),20,25,59
2022-05-01,Hays (Pittsburgh),1,1,2
2022-05-01,Homestead,14,8,15
2022-05-01,Homewood West (Pittsburgh),2,3,3
2022-05-01,Knoxville (Pittsburgh),13,14,21
2022-05-01,Liberty,3,5,8
2022-05-01,Lincoln-Lemington-Belmar (Pittsburgh),11,15,25
2022-05-01,Marshall-Shadeland (Pittsburgh),10,12,24
2022-05-01,Morningside (Pittsburgh),6,12,28
2022-05-01,Mt. Oliver (Pittsburgh),1,2,2
2022-05-01,Munhall,28,28,40
2022-05-01,North Braddock,16,8,21
2022-05-01,North Oakland (Pittsburgh),45,23,47
2022-05-01,Penn Hills,126,165,256
2022-05-01,Plum,66,67,150
2022-05-01,Point Breeze (Pittsburgh),18,31,71
2022-05-01,Robinson,47,60,73
2022-05-01,Sewickley Heights,4,3,19
2022-05-01,Shadyside (Pittsburgh),80,70,107
2022-05-01,South Fayette,33,31,72
2022-05-01,South Oakland (Pittsburgh),11,13,20
2022-05-01,South Park,35,35,79
2022-05-01,Southside Slopes (Pittsburgh),11,13,12
2022-05-01,St. Clair (Pittsburgh),2,1,0
2022-05-01,Verona,7,6,18
2022-05-01,Whitehall,22,56,80
2022-05-01,Wilkinsburg,44,52,77
2022-06-01,Aleppo,2,6,15
2022-06-01,Banksville (Pittsburgh),9,5,24
2022-06-01,Bell Acres,5,4,10
2022-06-01,Bellevue,20,13,34
2022-06-01,Bethel Park,44,58,191
2022-06-01,Blawnox,2,2,9
2022-06-01,Brackenridge,3,8,14
2022-06-01,Bradford Woods,1,8,11
2022-06-01,Brighton Heights (Pittsburgh),19,17,27
2022-06-01,Central Business District (Pittsburgh),26,11,28
2022-06-01,Central Lawrenceville (Pittsburgh),16,8,30
2022-06-01,Central Oakland (Pittsburgh),8,3,5
2022-06-01,Churchill,8,12,30
2022-06-01,Crescent,2,2,11
2022-06-01,Duquesne Heights (Pittsburgh),7,5,13
2022-06-01,East Allegheny (Pittsburgh),9,3,16
2022-06-01,East Deer,1,2,10
2022-06-01,Fairywood (Pittsburgh),4,1,2
2022-06-01,Fineview (Pittsburgh),7,3,6
2022-06-01,Forward,5,4,8
2022-06-01,Green Tree,14,9,32
2022-06-01,Hampton,45,50,160
2022-06-01,Homestead,7,5,12
2022-06-01,Homewood North (Pittsburgh),6,9,5
2022-06-01,Marshall,17,18,58
2022-06-01,Marshall-Shadeland (Pittsburgh),5,11,17
2022-06-01,New Homestead (Pittsburgh),2,4,1
2022-06-01,Northview Heights (Pittsburgh),8,8,5
2022-06-01,O'Hara,24,34,109
2022-06-01,Oakdale,4,4,2
2022-06-01,Penn Hills,106,103,198
2022-06-01,Pitcairn,5,6,9
2022-06-01,Pleasant Hills,19,15,43
2022-06-01,Point Breeze (Pittsburgh),19,19,100
2022-06-01,Ross,41,87,209
2022-06-01,Rosslyn Farms,2,2,1
2022-06-01,Scott,51,46,106
2022-06-01,Sharpsburg,10,7,16
2022-06-01,South Park,17,29,73
2022-06-01,Squirrel Hill North (Pittsburgh),19,40,153
2022-06-01,Squirrel Hill South (Pittsburgh),41,58,189
2022-06-01,Stanton Heights (Pittsburgh),13,15,37
2022-06-01,Strip District (Pittsburgh),7,3,6
2022-06-01,West Deer,25,27,56
2022-06-01,Whitehall,37,54,85
2022-07-01,Arlington (Pittsburgh),2,5,8
2022-07-01,Avalon,12,14,14
2022-07-01,Ben Avon,5,4,9
2022-07-01,Bluff (Pittsburgh),6,11,4
2022-07-01,Braddock,4,3,10
2022-07-01,Castle Shannon,14,16,37
2022-07-01,Central Lawrenceville (Pittsburgh),9,9,15
2022-07-01,Cheswick,1,1,10
2022-07-01,Churchill,7,7,17
2022-07-01,Clairton,22,7,29
2022-07-01,Crafton,5,13,28
2022-07-01,Dormont,11,9,42
2022-07-01,Dravosburg,1,2,9
2022-07-01,East Carnegie (Pittsburgh),2,2,2
2022-07-01,East Hills (Pittsburgh),9,9,13
2022-07-01,Edgewood,6,10,19
2022-07-01,Edgeworth,4,5,7
2022-07-01,Emsworth,26,14,16
2022-07-01,Forward,2,4,3
2022-07-01,Franklin Park,45,47,114
2022-07-01,Glen Hazel (Pittsburgh),5,3,4
2022-07-01,Harmar,4,11,10
2022-07-01,Hazelwood (Pittsburgh),12,13,12
2022-07-01,Highland Park (Pittsburgh),27,16,34
2022-07-01,Homewood South (Pittsburgh),14,11,9
2022-07-01,Indiana,12,4,67
2022-07-01,Monroeville,61,65,148
2022-07-01,Moon,56,54,98
2022-07-01,Mount Lebanon,115,97,254
2022-07-01,Mount Washington (Pittsburgh),10,11,21
2022-07-01,North Fayette,18,35,46
2022-07-01,North Versailles,27,18,48
2022-07-01,Northview Heights (Pittsburgh),6,2,4
2022-07-01,O'Hara,20,26,88
2022-07-01,Oakdale,3,3,3
2022-07-01,Overbrook (Pittsburgh),7,4,13
2022-07-01,Perry North (Pittsburgh),6,11,16
2022-07-01,Perry South (Pittsburgh),11,7,13
2022-07-01,Pine,31,34,73
2022-07-01,Port Vue,3,6,13
2022-07-01,Scott,25,29,74
2022-07-01,Sewickley,7,8,24
2022-07-01,Spring Garden (Pittsburgh),1,1,3
2022-07-01,Springdale Borough,5,7,13
2022-07-01,Squirrel Hill North (Pittsburgh),29,22,58
2022-07-01,Squirrel Hill South (Pittsburgh),39,25,103
2022-07-01,Stanton Heights (Pittsburgh),12,9,9
2022-07-01,Stowe,21,12,21
2022-07-01,Strip District (Pittsburgh),13,5,10
2022-07-01,Swissvale,16,12,26
2022-07-01,Turtle Creek,13,12,18
2022-07-01,West End (Pittsburgh),4,1,1
2022-07-01,West Oakland (Pittsburgh),1,2,1
2022-07-01,West View,11,6,29
2022-07-01,White Oak,18,13,41
2022-07-01,Wilkins,22,17,33
2022-08-01,Allegheny West (Pittsburgh),1,1,2
2022-08-01,Allentown (Pittsburgh),10,2,4
2022-08-01,Arlington Heights (Pittsburgh),1,2,2
2022-08-01,Aspinwall,7,5,34
2022-08-01,Avalon,8,11,15
2022-08-01,Baldwin Borough,45,37,107
2022-08-01,Bluff (Pittsburgh),3,5,6
2022-08-01,Bon Air (Pittsburgh),1,2,1
2022-08-01,Cheswick,1,3,3
2022-08-01,Clairton,23,14,18
2022-08-01,Crafton Heights (Pittsburgh),14,16,20
2022-08-01,Dormont,12,8,44
2022-08-01,East Pittsburgh,2,5,4
2022-08-01,Elizabeth Borough,1,2,2
2022-08-01,Emsworth,11,11,10
2022-08-01,Franklin Park,31,32,84
2022-08-01,Harrison,19,6,27
2022-08-01,Hazelwood (Pittsburgh),10,10,13
2022-08-01,Highland Park (Pittsburgh),12,11,29
2022-08-01,Homewood South (Pittsburgh),9,8,10
2022-08-01,Indiana,11,12,52
2022-08-01,Larimer (Pittsburgh),2,6,5
2022-08-01,Leet,2,1,4
2022-08-01,Lincoln Place (Pittsburgh),4,6,15
2022-08-01,McKeesport,42,38,53
2022-08-01,Millvale,6,7,10
2022-08-01,Moon,62,56,102
2022-08-01,Mount Oliver Borough,15,9,13
2022-08-01,Mount Washington (Pittsburgh),12,13,23
2022-08-01,North Fayette,20,19,52
2022-08-01,Oakwood (Pittsburgh),5,2,4
2022-08-01,Overbrook (Pittsburgh),6,4,14
2022-08-01,Perry South (Pittsburgh),11,7,18
2022-08-01,Point Breeze North (Pittsburgh),4,3,11
2022-08-01,Polish Hill (Pittsburgh),1,4,8
2022-08-01,Rankin,3,1,7
2022-08-01,Reserve,5,4,8
2022-08-01,Shaler,47,49,134
2022-08-01,Sheraden (Pittsburgh),29,12,16
2022-08-01,Southside Flats (Pittsburgh),21,3,29
2022-08-01,Stowe,11,19,14
2022-08-01,Swisshelm Park (Pittsburgh),1,4,8
2022-08-01,Tarentum,13,7,21
2022-08-01,Troy Hill (Pittsburgh),8,5,12
2022-08-01,Upper Hill (Pittsburgh),5,9,6
2022-08-01,Versailles,2,1,4
2022-08-01,Wall,3,1,2
2022-08-01,West View,16,9,50
2022-08-01,Westwood (Pittsburgh),14,10,15
2022-08-01,White Oak,14,10,31
2022-08-01,Windgap (Pittsburgh),6,4,2
2022-09-01,Allentown (Pittsburgh),6,2,1
2022-09-01,Arlington Heights (Pittsburgh),5,1,0
2022-09-01,Bloomfield (Pittsburgh),8,4,1
2022-09-01,Bridgeville,8,2,4
2022-09-01,Carnegie,9,12,5
2022-09-01,Coraopolis,2,4,0
2022-09-01,Crawford-Roberts (Pittsburgh),1,1,0
2022-09-01,Duquesne,3,4,0
2022-09-01,Elizabeth Township,9,12,7
2022-09-01,Elliott (Pittsburgh),4,3,2
2022-09-01,Fox Chapel,2,2,10
2022-09-01,Friendship (Pittsburgh),5,2,0
2022-09-01,Harrison,11,2,0
2022-09-01,Ingram,7,1,7
2022-09-01,Jefferson Hills,3,5,11
2022-09-01,Kennedy,3,2,1
2022-09-01,Larimer (Pittsburgh),7,2,0
2022-09-01,Mckees rocks,9,4,1
2022-09-01,McKeesport,26,21,5
2022-09-01,Ohio,6,7,17
2022-09-01,Polish Hill (Pittsburgh),1,1,0
2022-09-01,Rankin,1,2,0
2022-09-01,Reserve,4,7,2
2022-09-01,Shaler,17,30,23
2022-09-01,Sheraden (Pittsburgh),5,10,1
2022-09-01,Southside Flats (Pittsburgh),18,7,2
2022-09-01,Springdale Township,2,2,0
2022-09-01,Tarentum,2,5,0
2022-09-01,Troy Hill (Pittsburgh),4,4,0
2022-09-01,Upper Hill (Pittsburgh),1,1,0
2022-09-01,West Mifflin,18,16,6
2020-12-01,Bethel Park,565,1,0
2020-12-01,Bloomfield (Pittsburgh),415,1,0
2020-12-01,Central Oakland (Pittsburgh),85,1,0
2021-01-01,Arlington (Pittsburgh),53,32,0
2021-01-01,Banksville (Pittsburgh),344,195,0
2021-01-01,Beltzhoover (Pittsburgh),38,13,0
2021-01-01,Ben Avon,105,41,0
2021-01-01,Ben Avon Heights,24,12,0
2021-01-01,Braddock,38,14,0
2021-01-01,Braddock Hills,94,26,0
2021-01-01,Brentwood,739,227,0
2021-01-01,Bridgeville,282,81,0
2021-01-01,Brighton Heights (Pittsburgh),406,160,0
2021-01-01,Brookline (Pittsburgh),903,325,0
2021-01-01,Carnegie,382,129,0
2021-01-01,Carrick (Pittsburgh),522,159,0
2021-01-01,Central Lawrenceville (Pittsburgh),448,376,0
2021-01-01,Cheswick,145,50,0
2021-01-01,Clairton,269,68,0
2021-01-01,Crafton,302,118,0
2021-01-01,East Allegheny (Pittsburgh),92,53,0
2021-01-01,East Deer,97,31,0
2021-01-01,East Hills (Pittsburgh),72,14,0
2021-01-01,East Mckeesport,112,32,0
2021-01-01,Edgewood,312,131,0
2021-01-01,Elliott (Pittsburgh),94,22,0
2021-01-01,Findlay,273,114,0
2021-01-01,Forward,84,30,0
2021-01-01,Fox Chapel,699,322,0
2021-01-01,Frazer,42,21,0
2021-01-01,Glenfield,16,6,0
2021-01-01,Hampton,1559,584,0
2021-01-01,Heidelberg,57,22,0
2021-01-01,Homewood South (Pittsburgh),55,20,0
2021-01-01,Ingram,162,51,0
2021-01-01,Kilbuck,45,23,0
2021-01-01,Leet,55,20,0
2021-01-01,Manchester (Pittsburgh),88,26,0
2021-01-01,Middle Hill (Pittsburgh),42,13,0
2021-01-01,Monroeville,2920,982,0
2021-01-01,Mount Lebanon,3377,1065,0
2021-01-01,Munhall,806,299,0
2021-01-01,Neville,41,20,0
2021-01-01,Oakdale,63,22,0
2021-01-01,Pine,1029,541,0
2021-01-01,Regent Square (Pittsburgh),103,30,0
2021-01-01,Ross,2884,1060,0
2021-01-01,Sewickley,240,77,0
2021-01-01,Spring Hill-City View (Pittsburgh),208,30,0
2021-01-01,Springdale Borough,185,62,0
2021-01-01,Squirrel Hill North (Pittsburgh),1010,355,0
2021-01-01,Squirrel Hill South (Pittsburgh),1911,658,0
2021-01-01,Stanton Heights (Pittsburgh),394,210,0
2021-01-01,Stowe,206,55,0
2021-01-01,Strip District (Pittsburgh),158,165,0
2021-01-01,Summer Hill (Pittsburgh),79,36,0
2021-01-01,Swissvale,529,221,0
2021-01-01,Terrace Village (Pittsburgh),63,18,0
2021-01-01,Thornburg,36,16,0
2021-01-01,Undefined,126,37,0
2021-01-01,Upper Lawrenceville (Pittsburgh),187,149,0
2021-01-01,Upper Saint Clair,1853,568,0
2021-01-01,West Deer,981,308,0
2021-01-01,West Homestead,171,39,0
2021-01-01,Whitaker,54,19,0
2021-01-01,Wilmerding,44,21,0
2021-02-01,Allegheny Center (Pittsburgh),85,76,0
2021-02-01,Aspinwall,272,211,0
2021-02-01,Avalon,350,281,0
2021-02-01,Baldwin Borough,1980,1661,0
2021-02-01,Baldwin Township,210,125,0
